ticker,begin,close,standclose,aligned
KMAZ,2019-11-01,56.2,-1.179515841847229,-1.0646959536908298
KMAZ,2019-11-05,56.5,-1.1642671594099319,-1.078297081972778
KMAZ,2019-11-06,56.6,-1.1591842652641662,-1.090877103806406
KMAZ,2019-11-07,57.0,-1.1388526886811035,-1.1024459596316092
KMAZ,2019-11-08,58.0,-1.0880237472234464,-1.1130135559412793
KMAZ,2019-11-11,57.6,-1.1083553238065091,-1.1225897652861931
KMAZ,2019-11-12,57.9,-1.093106641369212,-1.131184426270579
KMAZ,2019-11-13,57.4,-1.1185211120980407,-1.1388073435529122
KMAZ,2019-11-14,57.0,-1.1388526886811035,-1.1454682878480753
KMAZ,2019-11-15,56.9,-1.1439355828268691,-1.1511769959231515
KMAZ,2019-11-18,56.4,-1.1693500535556978,-1.1559431706034502
KMAZ,2019-11-19,56.9,-1.1439355828268691,-1.1597764807656858
KMAZ,2019-11-20,57.5,-1.1134382179522748,-1.1626865613461632
KMAZ,2019-11-21,57.5,-1.1134382179522748,-1.164683013328954
KMAZ,2019-11-22,57.7,-1.1032724296607432,-1.165775403760108
KMAZ,2019-11-25,57.5,-1.1134382179522748,-1.1659732657360564
KMAZ,2019-11-26,57.9,-1.093106641369212,-1.165286098408501
KMAZ,2019-11-27,57.9,-1.093106641369212,-1.1637233669872558
KMAZ,2019-11-28,57.8,-1.098189535514978,-1.1612945027311525
KMAZ,2019-11-29,57.8,-1.098189535514978,-1.1580089029604324
KMAZ,2019-12-02,57.6,-1.1083553238065091,-1.1538759310452633
KMAZ,2019-12-03,57.5,-1.1134382179522748,-1.1489049164129028
KMAZ,2019-12-04,57.2,-1.1286869003895719,-1.1431051545437185
KMAZ,2019-12-05,57.3,-1.1236040062438064,-1.1364859069751674
KMAZ,2019-12-06,57.9,-1.093106641369212,-1.1290564012982713
KMAZ,2019-12-09,57.7,-1.1032724296607432,-1.1208258311589816
KMAZ,2019-12-10,57.5,-1.1134382179522748,-1.1118033562572691
KMAZ,2019-12-11,57.5,-1.1134382179522748,-1.1019981023499668
KMAZ,2019-12-12,58.4,-1.0676921706403837,-1.0914191612470177
KMAZ,2019-12-13,58.5,-1.0626092764946178,-1.0800755908135216
KMAZ,2019-12-16,58.2,-1.0778579589319148,-1.0679764149696211
KMAZ,2019-12-17,58.6,-1.057526382348852,-1.055130623690502
KMAZ,2019-12-18,57.8,-1.098189535514978,-1.0415471730056538
KMAZ,2019-12-19,57.7,-1.1032724296607432,-1.0272349849998932
KMAZ,2019-12-20,57.3,-1.1236040062438064,-1.0122029478131935
KMAZ,2019-12-23,57.1,-1.1337697945353375,-0.9964599156378426
KMAZ,2019-12-24,56.8,-1.149018476972635,-0.9800147087254345
KMAZ,2019-12-25,57.3,-1.1236040062438064,-0.9628761133772628
KMAZ,2019-12-26,57.9,-1.093106641369212,-0.9450528819545525
KMAZ,2019-12-27,57.8,-1.098189535514978,-0.9265537328689106
KMAZ,2019-12-30,60.4,-0.9660342877250695,-0.9073873505896586
KMAZ,2020-01-03,69.5,-0.5034909204603903,-0.7286110665618821
KMAZ,2020-01-06,73.6,-0.2950922604839967,-0.581942207821271
KMAZ,2020-01-08,73.0,-0.32558962535859065,-0.4670648826850652
KMAZ,2020-01-09,70.3,-0.46282776729426484,-0.38366421475757306
KMAZ,2020-01-10,71.7,-0.3916672492535447,-0.33142634292732964
KMAZ,2020-01-13,72.3,-0.36116988437895076,-0.3100384213654479
KMAZ,2020-01-14,70.1,-0.4729935555857964,-0.3191886195300526
KMAZ,2020-01-15,70.0,-0.4780764497315618,-0.35856612216309713
KMAZ,2020-01-16,71.3,-0.4119988258366078,-0.4278611292904202
KMAZ,2020-01-17,72.0,-0.3764185668162477,-0.5267648562233376
KMAZ,2020-01-20,71.6,-0.3967501433993108,-0.6549695335583579
KMAZ,2020-01-21,70.9,-0.4323304024196702,-0.6278709145372545
KMAZ,2020-01-22,71.5,-0.40183303754507627,-0.6031334477563632
KMAZ,2020-01-23,69.1,-0.5238224970434534,-0.5807351406294288
KMAZ,2020-01-24,68.4,-0.5594027560638128,-0.5606540668486559
KMAZ,2020-01-27,64.8,-0.7423869453113786,-0.5428683663801621
KMAZ,2020-01-28,67.4,-0.6102316975214699,-0.5273562454677858
KMAZ,2020-01-29,68.0,-0.5797343326468759,-0.5140959766311539
KMAZ,2020-01-30,69.6,-0.49840802631462494,-0.5030658986652838
KMAZ,2020-01-31,67.8,-0.5899001209384075,-0.4942444166434825
KMAZ,2020-02-03,67.7,-0.5949830150841728,-0.48761000191313997
KMAZ,2020-02-04,68.1,-0.5746514385011104,-0.4831411920995379
KMAZ,2020-02-05,66.7,-0.6458119565418299,-0.4808165911028368
KMAZ,2020-02-06,66.7,-0.6458119565418299,-0.48061486910080475
KMAZ,2020-02-07,67.1,-0.6254803799587675,-0.48251476254614545
