ticker,begin,close,standclose,aligned
MTLR,2019-11-01,60.2,-1.1555379204804184,-0.9613414558681432
MTLR,2019-11-05,60.63,-1.1407930378258493,-0.9914746211859757
MTLR,2019-11-06,60.5,-1.1452507930469982,-1.0195802151723754
MTLR,2019-11-07,62.3,-1.083528028446477,-1.0456850627879755
MTLR,2019-11-08,61.97,-1.0948438686232391,-1.0698159889934087
MTLR,2019-11-11,61.7,-1.1041022833133172,-1.0919998187493078
MTLR,2019-11-12,61.83,-1.0996445280921685,-1.1122633770163042
MTLR,2019-11-13,61.85,-1.098958719596607,-1.1306334887550311
MTLR,2019-11-14,60.63,-1.1407930378258493,-1.1471369789261214
MTLR,2019-11-15,60.58,-1.1425075590647529,-1.161800672490207
MTLR,2019-11-18,60.99,-1.128448484905745,-1.1746513944079207
MTLR,2019-11-19,60.49,-1.145593697294779,-1.1857159696398947
MTLR,2019-11-20,61.15,-1.1229620169412544,-1.1950212231467625
MTLR,2019-11-21,61.1,-1.1246765381801578,-1.202593979889155
MTLR,2019-11-22,61.03,-1.1270768679146224,-1.2084610648277059
MTLR,2019-11-25,61.32,-1.1171326447289829,-1.2126493029230474
MTLR,2019-11-26,61.7,-1.1041022833133172,-1.2151855191358125
MTLR,2019-11-27,62.33,-1.0824993157031348,-1.2160965384266327
MTLR,2019-11-28,61.57,-1.108560038534466,-1.215409185756141
MTLR,2019-11-29,61.72,-1.103416474817756,-1.2131502860849703
MTLR,2019-12-02,61.5,-1.1109603682689309,-1.2093466643737525
MTLR,2019-12-03,60.38,-1.1493656440203661,-1.2040251455831208
MTLR,2019-12-04,61.09,-1.1250194424279383,-1.1972125546737067
MTLR,2019-12-05,61.65,-1.1058168045522208,-1.188935716606144
MTLR,2019-12-06,61.6,-1.107531325791124,-1.1792214563410641
MTLR,2019-12-09,61.71,-1.1037593790655367,-1.1680965988391003
MTLR,2019-12-10,62.1,-1.0903861134020902,-1.1555879690608846
MTLR,2019-12-11,62.49,-1.077012847738644,-1.1417223919670496
MTLR,2019-12-12,62.15,-1.0886715921631869,-1.1265266925182278
MTLR,2019-12-13,61.42,-1.1137036022511762,-1.1100276956750523
MTLR,2019-12-16,60.85,-1.1332491443746746,-1.092252226398155
MTLR,2019-12-17,60.75,-1.1366781868524813,-1.0732271096481683
MTLR,2019-12-18,60.77,-1.13599237835692,-1.0529791703857247
MTLR,2019-12-19,61.39,-1.114732314994518,-1.0315352335714576
MTLR,2019-12-20,61.1,-1.1246765381801578,-1.0089221241659985
MTLR,2019-12-23,61.21,-1.1209045914545703,-0.9851666671299806
MTLR,2019-12-24,61.45,-1.112674889507834,-0.9602956874240361
MTLR,2019-12-25,61.73,-1.1030735705699755,-0.9343360100087973
MTLR,2019-12-26,62.0,-1.093815155879897,-0.9073144598448971
MTLR,2019-12-27,62.57,-1.0742696137563985,-0.8792578618929678
MTLR,2019-12-30,63.14,-1.0547240716329003,-0.8501930411136421
MTLR,2020-01-03,62.89,-1.063296677827417,-0.6900163743329111
MTLR,2020-01-06,76.3,-0.6034620815535331,-0.5428985598108744
MTLR,2020-01-08,99.8,0.2023629007310513,-0.40862341513536443
MTLR,2020-01-09,91.5,-0.0822476249269082,-0.286974757894213
MTLR,2020-01-10,91.49,-0.08259052917468904,-0.1777364056752524
MTLR,2020-01-13,89.8,-0.1405413470496229,-0.08069217606631451
MTLR,2020-01-14,86.45,-0.2554142700561486,0.00437411334476856
MTLR,2020-01-15,92.17,-0.05927304032560296,0.07767864497016475
MTLR,2020-01-16,96.21,0.07926027577778914,0.1394376012220419
MTLR,2020-01-17,98.9,0.1715015184307909,0.18986716451256808
MTLR,2020-01-20,107.49,0.46605626727438965,0.22918351725391112
MTLR,2020-01-21,103.42,0.3264942384276555,0.25760284185823895
MTLR,2020-01-22,98.8,0.16807247595298389,0.27534132073771966
MTLR,2020-01-23,97.28,0.11595103029032153,0.2826151363045211
MTLR,2020-01-24,101.85,0.2726582715260894,0.2796404709708111
MTLR,2020-01-27,97.69,0.13001010444932906,0.26663350714875766
MTLR,2020-01-28,103.09,0.31517839825089333,0.24381042725052882
MTLR,2020-01-29,101.31,0.25414144214593326,0.21138741368829234
