ticker,begin,close,standclose,aligned
OGKB,2019-11-01,0.595,-0.5002646770109885,-0.20996826902768362
OGKB,2019-11-05,0.6076,-0.3860164168758637,-0.21427321585188253
OGKB,2019-11-06,0.6081,-0.381482755759391,-0.21775116345185097
OGKB,2019-11-07,0.6074,-0.3878298813224528,-0.22041464040347591
OGKB,2019-11-08,0.6257,-0.22189788445953434,-0.2222760398887118
OGKB,2019-11-11,0.652,0.01657269026695514,-0.22334761969234762
OGKB,2019-11-12,0.6367,-0.12215733989712417,-0.2236415022023266
OGKB,2019-11-13,0.657,0.06190930143168704,-0.2231696744105207
OGKB,2019-11-14,0.6397,-0.09495537319828502,-0.22194398791266678
OGKB,2019-11-15,0.6367,-0.12215733989712417,-0.21997615890753508
OGKB,2019-11-18,0.642,-0.07410053206250866,-0.21727776819859912
OGKB,2019-11-19,0.645,-0.046898565363669514,-0.21386026119176194
OGKB,2019-11-20,0.6453,-0.044178368693785906,-0.20973494789759428
OGKB,2019-11-21,0.6286,-0.19560264998398974,-0.20491300292909642
OGKB,2019-11-22,0.64,-0.09223517652840141,-0.19940546550418503
OGKB,2019-11-25,0.644,-0.055965887596615894,-0.19322323944408026
OGKB,2019-11-26,0.6308,-0.1756545410715079,-0.18637709317287943
OGKB,2019-11-27,0.627,-0.21011036555670434,-0.1788776597191699
OGKB,2019-11-28,0.621,-0.2645142989543826,-0.170735436714601
OGKB,2019-11-29,0.6275,-0.20557670444023166,-0.16196078639484313
OGKB,2019-12-02,0.639,-0.1013024987613478,-0.152563935599332
OGKB,2019-12-03,0.614,-0.3279855545850073,-0.14255497577015674
OGKB,2019-12-04,0.6061,-0.3996174002252838,-0.1319438629543228
OGKB,2019-12-05,0.6112,-0.35337405683725737,-0.12074041780193667
OGKB,2019-12-06,0.611,-0.3551875212838464,-0.10895432556639761
OGKB,2019-12-09,0.632,-0.16477375439197245,-0.09659513610492354
OGKB,2019-12-10,0.636,-0.12850446546018693,-0.08367226387871796
OGKB,2019-12-11,0.63,-0.18290839885786522,-0.07019498795276746
OGKB,2019-12-12,0.6335,-0.1511727710425534,-0.056172451994925154
OGKB,2019-12-13,0.643,-0.06503320982956227,-0.041613664276596296
OGKB,2019-12-16,0.6526,0.022013083606722363,-0.16344825365048954
OGKB,2019-12-17,0.6496,-0.005188883092116775,-0.2715988599571626
OGKB,2019-12-18,0.639,-0.1013024987613478,-0.3666199919939015
OGKB,2019-12-19,0.61,-0.3642548435167928,-0.4490601293662687
OGKB,2019-12-20,0.57,-0.726947732834648,-0.5194617224876483
OGKB,2019-12-23,0.5769,-0.6643832094273179,-0.5783611925814738
OGKB,2019-12-24,0.571,-0.7178804106017016,-0.6262889316783466
OGKB,2019-12-25,0.5787,-0.6480620294080142,-0.66376930261804
OGKB,2019-12-26,0.5759,-0.6734505316602643,-0.6913206390490407
OGKB,2019-12-27,0.5695,-0.7314813939511207,-0.709455245428556
OGKB,2019-12-30,0.563,-0.7904189884652726,-0.7186793970213962
OGKB,2020-01-03,0.5708,-0.7196938750482906,-0.7194933399019894
OGKB,2020-01-06,0.572,-0.7088130883687552,-0.712391290953264
OGKB,2020-01-08,0.5712,-0.7160669461551116,-0.6978614378661923
OGKB,2020-01-09,0.5867,-0.5755234515444432,-0.6763859391404615
OGKB,2020-01-10,0.58,-0.6362745105051842,-0.6484409240847195
OGKB,2020-01-13,0.5799,-0.6371812427284788,-0.6144964928161053
OGKB,2020-01-14,0.581,-0.6272071882722378,-0.5750167162595728
OGKB,2020-01-15,0.576,-0.6725437994369697,-0.5304596361492493
OGKB,2020-01-16,0.6125,-0.34158653793442634,-0.48127726502867724
OGKB,2020-01-17,0.6088,-0.37513563019632823,-0.4279155862487393
OGKB,2020-01-20,0.6151,-0.3180115001287664,-0.37081455396860896
OGKB,2020-01-21,0.6083,-0.37966929131280197,-0.4254127516066579
OGKB,2020-01-22,0.596,-0.4911973547780421,-0.4748356591029117
